units,ref_depth_km_or_ft,Sv_gradient_MPa_km_or_psi_ft,Sv_grad_func_form,Sv_grad_param2_MPa_km_or_psi_ft,fault_friction_coefficient,fric_coef_functional_form,fric_coef_param2,strike_func_form,strike_param2_deg,dip_func_form,dip_param2_deg,background_pore_pressure_grad_MPa_km_or_psi_ft,pore_press_func_form,pore_press_grad_param2_MPa_km_or_psi_ft,SHmax_orientation_deg_clockwise_from_N,SHmax_or_func_form,SHmax_or_param2_deg,Aphi,Aphi_func_form,Aphi_param2,SHmax_magnitude_gradient_if_no_Aphi_MPa_km_or_psi_ft,SHmax_mag_func_form,SHmax_mag_param2_Mpa_km_or_psi_ft,Shmin_mag_if_no_Aphi_MPa_km_or_psi_ft,Shmin_mag_func_form,Shmin_mag_param2_MPa_km_or_psi_ft
SI,3,25,normal,0.01,0.6,normal,0.05,normal,5,uniform,35,10,normal,0.5,70,normal,10,1.72,normal,0.15,,,,,,
